,Tweets
3924,"New Orleans Saints quarterback Drew Brees announced his retirement from the NFL on Sunday via social media
https://t.co/UwNcYW23k8"
3925,"All Duke University undergraduate students have been ordered to stay in their dorms or apartments for a week as the school tries to combat a surge in Covid-19 cases 
https://t.co/6gbeYp8KiJ https://t.co/hb7IcbK0E4"
3926,"Ireland becomes the latest in the string of European countries who have decided to halt the rollout of the AstraZeneca Covid-19 vaccine following reports of patients developing blood clots after inoculations
https://t.co/Th3t7hdQ2s https://t.co/ivGBGwXCfh"
3927,"House Speaker Nancy Pelosi says women should be believed but stops short of calling for New York Gov. Andrew Cuomo's resignation amid sexual harassment allegations
https://t.co/aIRFANDlhi https://t.co/Ob59y5nvaa"
3928,"London's police chief faces calls to resign after officers forcibly break up a vigil for Sarah Everard, whose death sparked debate about women's safety https://t.co/Rxyst7KtrT https://t.co/HgNhenm5qm"
3929,"Former undisputed middleweight boxing champion ""Marvelous"" Marvin Hagler died at the age of 66, his wife says
https://t.co/DK05L4hggp"
3930,Former Bolivian interim President Jeanine Áñez has been arrested after warrants were issued against her and five ministers from her former cabinet https://t.co/pIdQEiouBo
3931,"The Biden administration started outreach to North Korea through multiple channels last month, but the country has been unresponsive, a senior administration official tells CNN https://t.co/RuNIps6fcR"
3932,"Homeland Security secretary has directed FEMA to aid and support efforts ""to safely receive, shelter, and transfer unaccompanied children"" crossing the country's southern border https://t.co/R6SY9VSTfn"
3933,"The Justice Department has charged a Proud Boys member who allegedly used pepper spray against police officers during the US Capitol riot, court records show https://t.co/1qc4M3aOj4"
3934,"Children detained at US-Mexico border haven't been able to shower for days or call their parents, lawyers say
https://t.co/JwHTvFKmbg"
3935,"The Army is reviewing a Pentagon investigation into Michael Flynn's dealings with Russia and other foreign entities
https://t.co/S54uv8wSMU"
3936,"Experimental Alzheimer's drug could slow cognitive decline in patients, early clinical trial results suggest
https://t.co/WWH8uaalOC"
3937,"ISIS militants were behind brutal killings north of Baghdad where they shot dead eight people in three separate attacks, Iraqi military says
https://t.co/CRZw5EUU0f"
3938,Senate Majority Leader Chuck Schumer and Sen. Kirsten Gillibrand call for NY Gov. Andrew Cuomo to resign in the wake of sexual harassment allegations https://t.co/Qsagv7om2B
3939,The Minneapolis City Council approves a $27 million settlement to George Floyd's estate in a unanimous vote https://t.co/PUNYq5h3wU
3940,A majority of NY congressional Democrats call for Gov. Cuomo to resign in apparently coordinated messages that could mark a turning point in scandal https://t.co/oJxKdyLfm8
3941,"British police confirm they have identified the body of Sarah Everard, a 33-year-old woman who disappeared while walking home in London https://t.co/NGxLdyvpMW"
3942,"AstraZeneca defends its Covid-19 vaccine, saying its analysis showed ""no evidence of an increased risk"" of blood clots after several countries suspended its use this week. Follow live updates on the pandemic: https://t.co/QoN1NNRF79"
3943,"China successfully launched its new-generation Long March 7A rocket early Friday morning on its second attempt, sending an experimental satellite into orbit https://t.co/tEUeNfGwPa"
3944,"In his address tonight, Biden will direct every state to open vaccinations to all adults by May 1, a step he’ll say could allow for small July 4 gatherings https://t.co/0BPYBsJt39"
3945,Transgender athletes in Mississippi's public schools and colleges will no longer be allowed to compete in women's sports after Gov. Tate Reeves signed the first statewide anti-trans law of 2021 https://t.co/EyDiOVTtUK
3946,Texas' attorney general is suing Austin leaders for keeping the city's mask requirement in place after the governor ended a statewide mandate https://t.co/QUkBuPFNQA
3947,"Americans will start seeing stimulus checks in their bank accounts as early as this weekend, White House press secretary Jen Psaki says https://t.co/2znGR63yiD"
3948,President Biden signs his historic Covid-19 relief package into law. A White House official says he wanted to get it done as soon as possible. https://t.co/rftCDvFJek
3949,The House passes a pair of gun control bills that would expand background checks and close a loophole tied to the 2015 Charleston church shooting https://t.co/O6HnRuSgKr
3950,"President Biden will sign the Covid-19 relief bill at 1:30 p.m. ET today, instead of tomorrow as had been expected. Follow live updates: https://t.co/LXgHN9i5ZL"
3951,A judge reinstates a charge of third-degree murder against ex-officer Derek Chauvin in the death of George Floyd https://t.co/oDusV0uf68
3952,"China's parliament on Thursday overwhelmingly endorsed a proposal on ""improving the electoral system"" of Hong Kong, further restricting the ability of people in the city to freely elect their leaders https://t.co/cbBTNdqVQA"
3953,"A bus carrying school children and parents returning from an excursion plunged into a ravine on the Indonesian island of Java, killing 27 people, the country's transportation ministry said https://t.co/t0OyFqBRnv"
3954,Thousands of Texans are slated to lose their health care provider after a Texas judge allowed the state to remove Planned Parenthood from its Medicaid program https://t.co/Y7UCgPBHV5
3955,"The Senate confirms Michael Regan as EPA chief, where he will play a major role in Biden's climate plans. He is the first Black man to lead the agency. https://t.co/OooNA2PeRs"
3956,President Biden has announced he is directing HHS to purchase an additional 100 million doses of the Johnson &amp; Johnson Covid-19 vaccine https://t.co/L8tqVP0oLt
3957,"The Senate confirms Rep. Marcia Fudge as secretary of Housing and Urban Development, adding another African American woman to Biden's Cabinet https://t.co/Fzrrp7D6XM"
3958,"The House is meeting to approve the Covid relief bill, paving the way for Biden to sign his top legislative priority into law. Follow live updates:
https://t.co/EvW6ffz93Q"
3959,"Meghan, Duchess of Sussex, formally complained to ITV after Piers Morgan's comments, voicing concern about the impact on others
https://t.co/ukfTAoNw2M"
3960,CNN Poll: The economic relief bill moving through Congress is broadly popular as President Joe Biden's approval rating tilts positive after taking office https://t.co/2MdZxJ8Z8j
3961,The state of Hawaii is under an emergency proclamation as the state struggles with widespread damage from flooding https://t.co/yIESxhGUhr
3962,"Television journalist Roger Mudd, who was once Walter Cronkite's primary substitute at CBS, died Tuesday at his home in Fairfax County, Virginia, his family said https://t.co/pnCNgaXAXu"
3963,"FBI releases new security footage of the person who placed pipe bombs outside the RNC and DNC headquarters the night before the Capitol insurrection 
https://t.co/Heoo3s2xIb"
3964,"UK royal family statement says it was sad to learn the ""full extent"" of Prince Harry and Meghan's struggles, racism claims ""concerning""
https://t.co/rzPRst8VuS"
3965,A US task force recommends lung cancer screening should include people as young as 50 and with shorter smoking histories https://t.co/S4fOy1PQ7q
3966,"Houston Police Chief Art Acevedo says the Texas governor's decision to lift a statewide mask mandate is a ""step in the wrong direction."" Follow live updates on the pandemic: https://t.co/IoQxK5PWUV"
3967,"New independent report claims ""clear and convincing"" evidence that China is committing genocide in Xinjiang https://t.co/4CPPRgDoc0"
3968,Former acting US Attorney for the Southern District of New York Joon Kim and employment discrimination attorney Anne L. Clark will lead the investigation into sexual harassment allegations against Gov. Andrew Cuomo https://t.co/XGxSOlLHI6
3969,"The Georgia Senate passes a sweeping election bill that repeals no-excuse absentee voting. It comes as GOP lawmakers push to narrow voting rights. 
https://t.co/LtACKMrM2G"
3970,"Wyoming Gov. Mark Gordon announces that he is removing the statewide mask requirement and allowing restaurants, bars, theaters, and gyms to resume normal operations on March 16 https://t.co/eSSh2KNZFv"
3971,Chicago Mayor Lori Lightfoot announces some fans will be allowed back into baseball stadiums for Opening Day 2021 https://t.co/yd9qJ9xGEI
3972,"President Biden sets his first primetime address for Thursday, marking one year since Covid-19 shut down much of the nation https://t.co/X0yzzucTny"
3973,The CDC releases guidelines giving limited freedoms to people fully vaccinated against Covid-19. Here are the rules to keep following. https://t.co/OIBqTGyyTq
3974,Jury selection is delayed in former Minneapolis police officer Derek Chauvin's trial in the death of George Floyd https://t.co/s66zJWwN9b
3975,"Harry says he feels let down by Charles, and Diana would be angry with how things turned out. Here are some of the big revelations from the interview. https://t.co/4GxtO4ZvnL"
3976,"Meghan revealed she had suicidal thoughts, said the royals didn't want to give Archie a title or security and shared her real wedding date. Follow live. https://t.co/SUocaHEZs0"
3977,Oprah's interview with Prince Harry and Meghan tonight promises to expose their frustrations with the royal institution they quit. Follow live updates. https://t.co/GGKGHKPdvy
3978,French politician Olivier Dassault has died in a helicopter crash in northwest France https://t.co/Qz5kkEQc4V
3979,"Explosions in Equatorial Guinea killed more than a dozen people and injured hundreds on Sunday, the country's health ministry says https://t.co/4a3h8yc4xi"
3980,"Switzerland bans the wearing of full face coverings, including niqab and burqa, in nearly all public places
https://t.co/9QEEaZ5Y3P"
3981,"Nazanin Zaghari-Ratcliffe, a British-Iranian aid worker jailed in Iran, has her ankle monitor removed but faces a new court date, a UK lawmaker says
https://t.co/r6VDPgtUej"
3982,"A third female former staffer has come forward with accusations of inappropriate conduct by embattled New York Gov. Andrew Cuomo, the Wall Street Journal reports https://t.co/xku0R5oUYD"
3983,One person was shot to death in Minneapolis at the same intersection where George Floyd died last year -- an area that has since become a memorial site https://t.co/4ptZdWT8I2
3984,"The Biden administration is expected to form a task force to deal with the Microsoft hack linked to China, a US official says
https://t.co/r4T3xAaGH7"
3985,"Former President Donald Trump says he plans to campaign against GOP Sen. Lisa Murkowski in Alaska next year when she's up for reelection
https://t.co/8IjsMKHAer"
3986,"An Italian prosecutor asked for life sentences for two American students charged with murdering a police officer in 2019 in an alleged drug deal gone wrong
https://t.co/VeDIFXHClh"
3987,"The Senate passes its massive Covid relief bill after an overnight session. It includes checks for many Americans and now goes to the House for a vote.
https://t.co/4C1cu6rrL5"
3988,"At least 20 people were killed and more than 30 others wounded in a car bomb blast in Somalia's capital of Mogadishu, police and emergency services say https://t.co/AT2k21fPvz"
3989,The Senate dealt progressives a blow they have been trying to prevent but knew was coming by voting down an amendment to include a $15 minimum wage in President Joe Biden's Covid relief package https://t.co/vJlbwLeVwL
3990,"Three men were released from prison after the Conviction Integrity Unit in the Queens, New York, District Attorney's Office found that they had been wrongfully convicted of double homicide https://t.co/S3itLnyVKb"
3991,"A deal about the path forward on the Covid-19 stimulus bill is coming soon, after being at a standstill for hours, a source says https://t.co/VLhhUlUTe1"
3992,"Though thousands are still under boil water advisories, about 5,000 water customers in Jackson, Mississippi, don't have service, a decline from earlier this week https://t.co/20HpaBQJ9r"
3993,Colorado Gov. Jared Polis has signed an executive order extending the state's Covid-19 mask mandate for another 30 days https://t.co/OHShx4QN8h
3994,"As the pace of vaccinations improves, the US is getting closer to herd immunity. A CNN analysis finds it may be reached by summer. https://t.co/wSXTUBwjEz"
3995,"All of California’s amusement parks — including Disneyland, Magic Mountain and Universal Studios — along with sports and concert venues will be allowed to reopen with limited capacity starting April 1 https://t.co/9gZDVKPpl2"
3996,"A former Trump State Department political appointee appeared in Washington, DC, federal court after being charged for pushing against police in the Capitol building during the January 6 insurrection https://t.co/Agx7EHfOK5"
3997,"The Pratt &amp; Whitney engine part that failed with a fiery bang on United Airlines Flight 328 last month in the skies above Denver had most recently received a close inspection for wear and tear in 2016, investigators say https://t.co/muE2LpJlYI"
3998,The Minnesota Court of Appeals has ruled that a lower court should reconsider the state's motion to reinstate a third-degree murder charge against former Minneapolis Police Officer Derek Chauvin in the death of George Floyd https://t.co/mZpE8OFOUa
3999,The Senate has started a series of politically tough amendment votes as Democrats race to pass Biden's sweeping $1.9 trillion pandemic relief bill. Follow live updates: https://t.co/TjFh758EQY
4000,"Britain's Prince Philip is transferred to a private hospital in London following a ""successful"" heart procedure, Buckingham Palace says https://t.co/lufWCyQTxv"
4001,"The US economy added 379,000 jobs last month, far more than economists expected. But the labor crisis is nowhere near fixed. https://t.co/ZViYX6pEuA"
4002,Former House impeachment manager Eric Swalwell files the second major lawsuit seeking to hold Trump and his allies accountable for inciting the Capitol riot https://t.co/LfJN6culGF
4003,New Zealand has downgraded its tsunami warning after a powerful earthquake struck the Kermadec Islands region https://t.co/3O615kmvNs
4004,"The United States shouldn't ease restrictions in place to prevent Covid-19 before the number of new coronavirus cases falls below 10,000 daily, ""and maybe even considerably less than that,"" Dr. Fauci says https://t.co/8JRNgFFAZ6"
4005,California will set aside 40% of its vaccines for underserved communities in an effort to slow the spread of coronavirus and hasten the reopening of the economy https://t.co/slEBiGDE1d
4006,"Federal investigators are looking at communications between members of Congress and the pro-Trump mob that attacked the US Capitol, an official says https://t.co/RZIlVZfbKt"
4007,New Zealand's emergency agency has told people to leave home and reach higher ground after an 8.1-magnitude earthquake struck the nearby Kermadec Islands region https://t.co/8GD80k833R
4008,"Alabama's mask mandate is being extended to April 9. The governor says it has been ""the right thing to do,"" but it won't go beyond that. https://t.co/bcp2kbxYwW"
4009,Italy blocks the export of Covid-19 vaccines to Australia in a dramatic escalation of the EU's dispute with AstraZeneca https://t.co/rVuPpUaiWm
4010,"A 15-year-old boy who was shot Monday at a junior high school in Pine Bluff, Arkansas, has died from his injuries, police say https://t.co/uZaoWUScGt"
4011,Fewer than a third of prominent pro-democracy activists charged under a new national security law are granted bail at a Hong Kong court hearing https://t.co/TcDQK1NN5I
4012,"Another 745,000 Americans filed for first-time unemployment benefits on a seasonally adjusted basis last week. The number was slightly smaller than economists had expected, but up from the prior week. https://t.co/XKJ6A3UbhP"
4013,The House has passed anti-corruption legislation that would expand voting access — again. Democrats reintroduced it now that they control the Senate. https://t.co/AVexc3caMk
4014,"A policing bill named after George Floyd has passed the House for a second time, after Democrats reintroduced it with the Senate under their control https://t.co/kSleiXeC04"
4015,"Covid-19 vaccines likely available for high school students this fall, and early 2022 for children, Dr. Fauci says https://t.co/ASyv8NZjj2"
4016,"At least 38 people were killed at pro-democracy protests in Myanmar, the UN's Special Envoy to the country says, in the deadliest day of violence since a military coup on February 1 https://t.co/XAUamdcqza"
4017,Seven-day average of Covid-19 vaccines administered in the US has surpassed two million per day for the first time https://t.co/QezVnmIeKj
4018,"US Border Patrol is keeping migrant kids in custody longer than the law allows as the number of children crossing the border surges, internal documents show https://t.co/1Cs8SZLSik"
4019,"A Canadian judge has ruled that Alek Minassian, a man who admitted to renting a van to run down and kill pedestrians in 2018, is guilty on 10 counts of first-degree murder and 16 counts of attempted murder https://t.co/gJF36RjVFk"
4020,Arizona Gov. Doug Ducey has issued an executive order that requires schools to offer in-person learning by March 15 https://t.co/iyN2KUwm1Y
4021,"NY Gov. Cuomo says he ""never touched anyone inappropriately"" following sexual harassment allegations. He says he's not resigning.
https://t.co/Wv7Ww3dRwH"
4022,"The Kroger grocery chain says people will still be required to wear masks in its stores across the US, despite the reversal of mask mandates in Texas and Mississippi. Follow live updates on the pandemic: https://t.co/5Ht5cIaruj"
4023,"A US civilian contractor died after suffering a heart attack when an air base in Iraq came under attack by at least 10 rockets, the Pentagon says
https://t.co/txSpx5qQcV"
4024,"A rocket attack targeted the Al-Asad airbase that hosts US, Iraqi and coalition forces in Iraq, officials say. There are no reports of casualties or damage. https://t.co/SdWupKCY1R"
4025,"Rep. Ronny Jackson made sexual comments, violated alcohol policy and took sleeping pills when he was White House physician, Pentagon watchdog report finds https://t.co/8GqKzT9MyF"
4026,"The Boy Scouts of America, amid bankruptcy and allegations of widespread sexual abuse within the organization, is proposing a trust fund of at least $300 million to compensate victims, court records show https://t.co/5HNKVe0Te9"
4027,Cecilia Rouse has been confirmed to chair the Council of Economic Advisers. She is the first Black person to serve as the President's top economist. https://t.co/VIthr31UIv
4028,The White House is pulling Neera Tanden's nomination as budget chief after key senators said they would vote against confirmation over her past tweets https://t.co/KMXumtjsl8
4029,President Biden has announced a goal to get all educators at least one Covid-19 vaccine dose by the end of March https://t.co/ArN2mQIpwL
4030,"Jahmil French, an actor known for his role as Dave Turner on the series ""Degrassi: The Next Generation,"" has died. He was 29. https://t.co/oDUrk5ruhw"
4031,"President Biden has announced the US will have enough vaccines for every adult American by the end of May, moving up the timeline by two months https://t.co/MYYi5tMPNo"
4032,"Gov. Greg Abbott has announced he's lifting the mask mandate in Texas, even as health officials warn not to ease safety restrictions https://t.co/NzbXB6WICI"
4033,"Several people are dead in a multi-vehicle crash involving a big rig truck in Imperial County, California. The incident is being treated as a mass casualty event. https://t.co/5LdHTQGeq2"
4034,FBI Director Christopher Wray says resoundingly that Antifa and other leftists were not part of the violence at the Capitol on January 6. Follow live updates as he testifies to a Senate committee: https://t.co/r52cy9NJhN
4035,The Biden administration slaps sanctions on seven Russian officials over the poisoning and imprisonment of opposition figure Navalny https://t.co/6r0pL7ymDc
4036,"Vernon Jordan, who rose to prominence as a civil rights activist with close connections in all corners of US politics, has died at 85
https://t.co/yNRf2buLSK"
4037,"President Biden is expected to announce today that Merck &amp; Co. will help Johnson &amp; Johnson manufacture its coronavirus vaccine, a rare partnership between two competitors https://t.co/HKx6P6faKh"
4038,"Hundreds of schoolgirls who were kidnapped at gunpoint last week in Nigeria have been rescued, authorities said
https://t.co/WFeHh7BLgr"
4039,Senate votes to confirm Miguel Cardona as secretary of education. He'll face the monumental task of helping guide school districts to reopening. https://t.co/Lga6SgNsYA
4040,New York Attorney General Letitia James announces she has received the letter she needs to launch an independent investigation into claims of sexual harassment against Democratic Gov. Andrew Cuomo https://t.co/lxVFyABYFc
4041,"Judge Merrick Garland's nomination for attorney general advances out of committee, setting up a confirmation vote before the full Senate
https://t.co/kbSaZYNgFT"
4042,"One student was hurt in a shooting that is being called an ""isolated incident"" at Watson Chapel Junior High in Pine Bluff, Arkansas, according to the school district's Facebook page https://t.co/W0oFFBtDB1"
4043,Former French President Nicolas Sarkozy gets a historic prison sentence for corruption. He can serve one year of a suspended term at home. https://t.co/qsy5T0hxqt
4044,"Britain's Prince Philip has been moved to a new hospital for further treatment for an infection and more tests, officials said https://t.co/foJhXpKY7J"
4045,"Correction: A previous version of this story misidentified where the pursuit began. It started in Seminole County, Georgia."
4046,"Two men have been arrested following a manhunt in Georgia that left a deputy in critical condition
https://t.co/7urqD1lp89"
4047,"""Nomadland,"" ""Borat"" and ""The Crown"" win big, and Chadwick Boseman wins posthumous award at the Golden Globes
https://t.co/YB2OseEjRc"
4048,A US intelligence report on Saudis who were responsible for Jamal Khashoggi's death was mysteriously taken down and replaced with a version with fewer names https://t.co/DtPa8P1H5P
4049,CDC advisers have voted to recommend use of Johnson and Johnson's one-dose coronavirus vaccine for Americans 18 and older https://t.co/zNnMon7QFJ
4050,New York Gov. Cuomo changes plan and asks for an independent lawyer to be selected to review sexual harassment claims against him https://t.co/hCDajJ4vqu
4051,"Myanmar police and military killed at least 18 people after opening fire on peaceful demonstrations against the military coup, UN says https://t.co/vDuZ9xF1rD"
4052,"A second former aide to New York Gov. Andrew Cuomo accuses him of sexual harassment, according to the New York Times. Cuomo denies the allegation. https://t.co/WQyQoZ4UJs"
4053,"The FDA authorizes Johnson &amp; Johnson's Covid-19 vaccine. It is the first single dose Covid-19 vaccine available in the US
https://t.co/6c670UVKVa"
4054,"The US Coast Guard is searching for a small airplane that's missing off the coast of Boca Raton, Florida, with one person aboard
https://t.co/PTIRBnlfr4"
4055,"Police in New Haven, Connecticut, have an arrest warrant for an MIT student wanted in the fatal shooting of Yale student Kevin Jiang this month
https://t.co/yzxazKwSs6"
4056,"At least 42 people, including students, who were kidnapped last week in an armed raid at a state-run school in northwest Nigeria, have been released, the vice-principal says 
https://t.co/GEU2Xq4oIV"
4057,"The House passes the $1.9 trillion Covid aid package, a major step in easing some of the pain caused by the pandemic. It next goes to the Senate. https://t.co/jtJamWomr2"
4058,"Three people were killed when their single-engine plane crashed into a ravine shortly after takeoff in Gainesville, Georgia, officials say https://t.co/Dv2vZpK5ql"
4059,"FDA vaccine advisers recommend that Johnson &amp; Johnson's coronavirus vaccine be authorized, a key step in getting a single-dose vaccine in use in the US
https://t.co/09q6bPojPf"
4060,"The US puts sanctions on the Saudi Rapid Intervention Force known as the ""Tiger Squad"" and on a Saudi former intelligence official for their role in the murder of Saudi journalist Jamal Khashoggi
https://t.co/ceV8SnFmLw"
4061,"A long-awaited declassified US intelligence report on the killing of journalist Jamal Khashoggi finds the Saudi Crown Prince approved the operation
https://t.co/7ElpikTACH"
4062,"More new research suggests a single dose of the Pfizer/BioNTech coronavirus vaccine can protect against asymptomatic coronavirus infection, which could help reduce transmission. Follow live updates on the pandemic: https://t.co/YzZMeoQmzU"
4063,A judge in Texas has ruled that the federal moratorium on evictions is unconstitutional https://t.co/29t0QzeZoH
4064,"The Senate parliamentarian has ruled against including the increase in minimum wage in the Covid relief bill, sources say https://t.co/5dS58ugBaZ"
4065,"The US military has carried out air strikes in Syria targeting an Iranian-backed militia site, the first known military action under Biden https://t.co/DnfIuigJ5B"
4066,Laid-off workers will be allowed to turn down jobs they think are too risky because of Covid and continue to collect unemployment benefits under new guidance issued by the US Department of Labor https://t.co/Ix10DWSQfb
4067,"The FDA has given permission for the Pfizer vaccine to be stored at normal freezer temperatures, a decision that can relieve some of the constraints that have made the vaccine especially difficult to store and distribute https://t.co/DgugKII6rJ"
4068,"Ex-USA Gymnastics coach John Geddert, who had ties to Larry Nassar and was charged with human trafficking and sex crimes just hours ago, dies by suicide https://t.co/KfI9VvB9N1"
4069,"India has issued strict new rules for Facebook, Twitter and other social media platforms weeks after the country's government attempted to pressure Twitter to take down accounts it deemed incendiary https://t.co/sruXMlvCHH"
4070,The House passed the Equality Act to amend the 1964 Civil Rights Act to protect people from discrimination based on sexual orientation and gender identity https://t.co/wihMHgnTa1
4071,"Senate confirms former Michigan Gov. Jennifer Granholm to lead the Department of Energy
https://t.co/X5XrethyCh https://t.co/HUJUV7CexT"
4072,"More than 2.5 million people across the world have died from coronavirus, according to Johns Hopkins University data
https://t.co/k3LabK7hK7 https://t.co/s9M0cHeEYC"
4073,"Capitol Police took precautions prior to the January 6 riot, but there was no credible threat indicating tens of thousands would attack, the acting Capitol Police chief tells House lawmakers
https://t.co/6QbQNogmI5 https://t.co/3NJPCqtlcP"
4074,Trump's tax records are now in the hands of New York prosecutors after the Supreme Court denied the former President's efforts to keep them private https://t.co/isDN00OhCO https://t.co/C1HEB0hUzY
4075,"First-time unemployment claims fell to 730,000 last week, the Labor Department says, far fewer than economists had predicted
https://t.co/RDeOirzUo1 https://t.co/w4adoOjP2r"
4076,"Australia has passed a new law that will force tech companies to pay publishers for news content, setting the stage for potential, similar action in other countries https://t.co/mLurp6hjFT"
4077,"Lawyers are still trying to locate the parents of 506 children who had been split from their families at the US-Mexico border by the Trump administration, which is down from a month ago when attorneys were looking for the parents of 611 children https://t.co/V3l5rnNZUA"
4078,Secretary of Defense Lloyd Austin is urging military service members to get vaccinated against the coronavirus after it was revealed last week that approximately one-third have opted out https://t.co/5vlQCoVRXI
4079,"Democratic Sen. Joe Manchin says he will vote to confirm Deb Haaland as Interior secretary, a pivotal vote for a potentially historic nominee https://t.co/Ujc61OL66W"
4080,"The rollover car crash that seriously injured Tiger Woods outside Los Angeles on Tuesday was an accident, so investigators won't pursue any charges against the golf great, LA County sheriff says https://t.co/4MuHzQpFP2"
4081,"The White House plans to send more than 25 million masks in both children and adult sizes to health centers and food pantries nationwide
https://t.co/cfwbbXvCa2 https://t.co/oT4pbylgf5"
4082,"The Johnson &amp; Johnson Covid-19 vaccine has met the requirements needed for emergency use authorization, FDA says https://t.co/TBsJlKHJOF"
4083,"Golf legend Tiger Woods is awake and recovering from surgery after a serious car crash, according to a statement on his official Twitter account https://t.co/8NGTz1IbrJ"
4084,Five board members of the Texas electric grid operator ERCOT have resigned https://t.co/f9U2axN53z
4085,"Vincent Muscat, one of the three suspects accused of the murder of Maltese journalist Daphne Caruana Galizia, has pleaded guilty to murder, according to his lawyer https://t.co/5k3V8k6yZT"
4086,"Movie star Gérard Depardieu is under formal investigation in France for alleged rape and sexual assault, judicial sources say https://t.co/M8YRNxBU0a"
4087,"A grand jury has voted not to indict any police officers in the March 2020 death of Daniel Prude, a Black man who died after police pinned him to the ground https://t.co/WeZURR3IUS"
4088,"Tiger Woods suffered ""multiple leg injuries"" and was taken into surgery following a car accident in California. Follow live updates: https://t.co/yujPrHbwGQ"
4089,"Golf legend Tiger Woods was hospitalized after being cut out of a serious car accident, the LA County Sheriff's Department says https://t.co/1TgOjEI5CZ"
4090,"President Biden and first lady Jill Biden will travel to Houston, Texas, on Friday as the state recovers from major winter storms that left millions without power for days
https://t.co/5IfvDlxJEM https://t.co/r0OPn7rUG9"
4091,"Top Capitol security officials testify that White supremacists were involved in the deadly January 6 insurrection
https://t.co/wRoUnARp64 https://t.co/T4Xi8CVQVw"
4092,"Former Capitol security officials on duty during the deadly January 6 insurrection face Senate grilling about what went wrong that day. Follow live updates:
https://t.co/AMK7yY59Kk https://t.co/QmIqwo15q2"
4093,Facebook says it will restore news pages in Australia after a breakthrough in talks with the government. https://t.co/9BX5HhPfvf
4094,"The wife of drug kingpin Joaquin ""El Chapo"" Guzman Loera was arrested at Dulles International Airport in Virginia and faces numerous drug trafficking charges, the Justice Department says
https://t.co/j4EPNoaJUb"
4095,"More than 500,000 people in the US have died from Covid-19, in just over a year since the first American death.
https://t.co/09jHpMBbgc"
4096,"All backlogged doses of coronavirus vaccines that were delayed because of winter weather will be delivered by mid-week,  a White House adviser says
https://t.co/LOmbd3Kau1"
4097,"NASA releases new video of the Perseverance rover's descent to Mars and the first audio of the sounds of the planet
https://t.co/luH15RkmGO"
4098,"The Biden administration will go back to an earlier version of the naturalization civics test, dropping the one the Trump administration implemented in December
https://t.co/OCME1tZkHJ"
4099,"President Biden will order all flags over federal buildings to fly at half-staff for five days to commemorate 500,000 American deaths from Covid-19
https://t.co/xeoOxKsLH3"
4100,The Biden administration announced several changes Monday to the Paycheck Protection Program in an effort to reach minority-owned and very small businesses that may have previously missed out on accessing loans to help weather the coronavirus pandemic https://t.co/OFkgnl8j6c
4101,"Boris Johnson is set to announce his long-awaited roadmap for taking England out of lockdown, British government officials confirmed to CNN https://t.co/8MMUMMR7KT"
4102,The International Atomic Energy Agency has struck a deal with Iran that will give its inspectors continued access to verify and monitor nuclear activity in the country for the next three months https://t.co/sy4OzEY6IT
4103,"Myanmar's military junta warned anti-coup protesters they will ""suffer loss of life"" if demonstrations confront security forces, ahead of planned mass protests and a nationwide strike https://t.co/CSJwK83eYn"
4104,"Following the FAA's announcement about stepping up inspections, United Airlines says it will ""immediately"" remove 24 Boeing 777 planes ""out of an abundance of caution"" after the Denver incident
https://t.co/acafHmyRUx"
4105,"Dr. Fauci says it's possible Americans will need to wear masks in 2022 even as the US may reach ""a significant degree of normality"" by year's end
https://t.co/XLRwWIPMC9 https://t.co/B3ntTpsKDH"
4106,"A ""Pineapple Express"" is forecast to bring a prolonged period of wet weather and the potential for avalanches to Washington and Oregon starting today https://t.co/08ZuQcmBF0 https://t.co/Io35nOzaD3"
4107,Novak Djokovic beats Daniil Medvedev in Australian Open final to claim 18th grand slam title https://t.co/sqwj615upz
4108,Three people were killed and two were injured in a shooting at a gun store in Louisiana https://t.co/GDey4cXTqq
4109,A United Airlines flight returns to the Denver airport because of an engine issue as aircraft debris is found in neighborhoods https://t.co/wxLIOikwcP
4110,"Police opened fire on protesters in the Myanmar city of Mandalay, leaving at least two dead, reports say https://t.co/ZF4vdjyZPm"
4111,"President Biden has approved a major disaster declaration for Texas, unlocking more federal resources to assist the state. Follow live updates. https://t.co/XqUtct8TgQ"
4112,Naomi Osaka powered her way to a second Australian Open title with a comprehensive straight sets victory over grand slam final debutant Jennifer Brady https://t.co/5RKTWj6IOQ
4113,Moscow appeals court confirms jail term for Kremlin critic Alexey Navalny. His fate on a defamation charge will be decided later today https://t.co/GC0o4uhGaD
4114,"A raging fire engulfs a hotel near Fort Hood in Killeen, Texas https://t.co/Io1DMaKWhW"
4115,"Two people killed when a military plane crashed near the Montgomery Regional Airport in Alabama, according to the facility's executive director https://t.co/VTW6ANSuET"
4116,A Pennsylvania police officer is facing criminal charges after posting a video of himself fighting with other officers during the US Capitol insurrection https://t.co/yr1Jze7eTV
4117,"The Department of Defense Inspector General will investigate the decision to house US Space Command headquarters at Redstone Arsenal in Hunstville, Alabama https://t.co/YfI3IojlgX"
4118,"At least one person died when a small plane crashed into a semi tractor trailer near the Port of Los Angeles in San Pedro, California https://t.co/Jncf2txGa4"
4119,"A federal judge has temporarily blocked South Carolina's so-called ""heartbeat"" abortion ban, a day after it was signed into law https://t.co/q5qsswZwmd"
